NOC,Sport,Year,Total_Athletes,Gold,Silver,Bronze,Total_Medals
BRA,Gymnastics,2000,10,0,0,0,0
BRA,Gymnastics,2004,39,0,0,0,0
BRA,Gymnastics,2008,30,0,0,0,0
BRA,Gymnastics,2012,28,1,0,0,1
BRA,Gymnastics,2016,46,0,2,1,3
BRA,Handball,1992,14,0,0,0,0
BRA,Handball,1996,16,0,0,0,0
BRA,Handball,2000,14,0,0,0,0
BRA,Handball,2004,30,0,0,0,0
BRA,Handball,2008,28,0,0,0,0
BRA,Handball,2012,14,0,0,0,0
BRA,Handball,2016,28,0,0,0,0
BRA,Handball,2020,31,0,0,0,0
BRA,Handball,2024,17,0,0,0,0
BRA,Judo,1964,1,0,0,0,0
BRA,Judo,1972,3,0,0,1,1
BRA,Judo,1976,3,0,0,0,0
BRA,Judo,1980,8,0,0,0,0
BRA,Judo,1984,7,0,1,2,3
BRA,Judo,1988,7,1,0,0,1
BRA,Judo,1992,14,1,0,0,1
BRA,Judo,1996,12,0,0,2,2
BRA,Judo,2000,12,0,2,0,2
BRA,Judo,2004,12,0,0,2,2
BRA,Judo,2008,13,0,0,3,3
BRA,Judo,2012,14,1,0,3,4
BRA,Judo,2016,14,1,0,2,3
BRA,Judo,2020,24,0,0,2,2
BRA,Judo,2024,23,1,1,11,13
BRA,Modern Pentathlon,1936,3,0,0,0,0
BRA,Modern Pentathlon,1948,3,0,0,0,0
BRA,Modern Pentathlon,1952,6,0,0,0,0
BRA,Modern Pentathlon,1956,6,0,0,0,0
BRA,Modern Pentathlon,1960,6,0,0,0,0
BRA,Modern Pentathlon,1964,1,0,0,0,0
BRA,Modern Pentathlon,2004,2,0,0,0,0
BRA,Modern Pentathlon,2008,1,0,0,0,0
BRA,Modern Pentathlon,2012,1,0,0,1,1
BRA,Modern Pentathlon,2016,2,0,0,0,0
BRA,Modern Pentathlon,2020,1,0,0,0,0
BRA,Modern Pentathlon,2024,1,0,0,0,0
BRA,Rhythmic Gymnastics,1984,1,0,0,0,0
BRA,Rhythmic Gymnastics,1992,1,0,0,0,0
BRA,Rhythmic Gymnastics,2000,6,0,0,0,0
BRA,Rhythmic Gymnastics,2004,6,0,0,0,0
BRA,Rhythmic Gymnastics,2008,6,0,0,0,0
BRA,Rhythmic Gymnastics,2016,6,0,0,0,0
BRA,Rhythmic Gymnastics,2020,5,0,0,0,0
BRA,Rhythmic Gymnastics,2024,6,0,0,0,0
BRA,Rowing,1920,5,0,0,0,0
BRA,Rowing,1924,2,0,0,0,0
BRA,Rowing,1932,19,0,0,0,0
BRA,Rowing,1936,22,0,0,0,0
BRA,Rowing,1948,2,0,0,0,0
BRA,Rowing,1952,3,0,0,0,0
BRA,Rowing,1956,5,0,0,0,0
BRA,Rowing,1960,5,0,0,0,0
BRA,Rowing,1968,2,0,0,0,0
BRA,Rowing,1972,2,0,0,0,0
BRA,Rowing,1976,7,0,0,0,0
BRA,Rowing,1980,10,0,0,0,0
BRA,Rowing,1984,10,0,0,0,0
BRA,Rowing,1988,10,0,0,0,0
BRA,Rowing,1992,8,0,0,0,0
BRA,Rowing,1996,6,0,0,0,0
BRA,Rowing,2000,1,0,0,0,0
BRA,Rowing,2004,4,0,0,0,0
BRA,Rowing,2008,6,0,0,0,0
BRA,Rowing,2012,4,0,0,0,0
BRA,Rowing,2016,4,0,0,0,0
BRA,Rowing,2020,1,0,0,0,0
BRA,Rowing,2024,2,0,0,0,0
BRA,Rugby Sevens,2016,25,0,0,0,0
BRA,Rugby Sevens,2020,13,0,0,0,0
BRA,Rugby Sevens,2024,14,0,0,0,0
BRA,Sailing,1936,1,0,0,0,0
BRA,Sailing,1948,5,0,0,0,0
BRA,Sailing,1952,6,0,0,0,0
BRA,Sailing,1956,3,0,0,0,0
BRA,Sailing,1960,5,0,0,0,0
BRA,Sailing,1964,5,0,0,0,0
BRA,Sailing,1968,5,0,0,2,2
BRA,Sailing,1972,10,0,0,0,0
BRA,Sailing,1976,8,0,0,2,2
BRA,Sailing,1980,12,4,0,0,4
BRA,Sailing,1984,12,0,3,0,3
BRA,Sailing,1988,16,0,0,4,4
BRA,Sailing,1992,17,0,0,0,0
BRA,Sailing,1996,14,3,0,2,5
BRA,Sailing,2000,12,0,1,2,3
BRA,Sailing,2004,14,3,0,0,3
BRA,Sailing,2008,12,0,2,2,4
BRA,Sailing,2012,9,0,0,2,2
BRA,Sailing,2016,15,2,0,0,2
BRA,Sailing,2020,13,2,0,0,2
BRA,Sailing,2024,12,0,0,0,0
BRA,Shooting,1920,20,1,1,5,7
BRA,Shooting,1924,1,0,0,0,0
BRA,Shooting,1932,6,0,0,0,0
BRA,Shooting,1936,4,0,0,0,0
BRA,Shooting,1948,8,0,0,0,0
BRA,Shooting,1952,10,0,0,0,0
BRA,Shooting,1956,6,0,0,0,0
BRA,Shooting,1960,5,0,0,0,0
BRA,Shooting,1968,4,0,0,0,0
BRA,Shooting,1972,4,0,0,0,0
BRA,Shooting,1976,8,0,0,0,0
BRA,Shooting,1980,5,0,0,0,0
BRA,Shooting,1984,8,0,0,0,0
BRA,Shooting,1988,6,0,0,0,0
BRA,Shooting,1992,4,0,0,0,0
BRA,Shooting,1996,1,0,0,0,0
BRA,Shooting,2004,1,0,0,0,0
BRA,Shooting,2008,5,0,0,0,0
BRA,Shooting,2012,3,0,0,0,0
BRA,Shooting,2016,13,0,1,0,1
BRA,Shooting,2020,1,0,0,0,0
BRA,Shooting,2024,4,0,0,0,0
BRA,Skateboarding,2020,12,0,3,0,3
BRA,Skateboarding,2024,12,0,0,2,2
BRA,Surfing,2020,4,1,0,0,1
BRA,Surfing,2024,6,0,1,1,2
BRA,Table Tennis,1988,4,0,0,0,0
BRA,Table Tennis,1992,8,0,0,0,0
BRA,Table Tennis,1996,7,0,0,0,0
BRA,Table Tennis,2000,4,0,0,0,0
BRA,Table Tennis,2004,7,0,0,0,0
BRA,Table Tennis,2008,6,0,0,0,0
BRA,Table Tennis,2012,10,0,0,0,0
BRA,Table Tennis,2016,10,0,0,0,0
BRA,Table Tennis,2020,10,0,0,0,0
BRA,Table Tennis,2024,12,0,0,0,0
BRA,Taekwondo,2000,1,0,0,0,0
BRA,Taekwondo,2004,3,0,0,0,0
BRA,Taekwondo,2008,3,0,0,1,1
BRA,Taekwondo,2012,2,0,0,0,0
BRA,Taekwondo,2016,4,0,0,1,1
BRA,Taekwondo,2020,3,0,0,0,0
BRA,Taekwondo,2024,4,0,0,1,1
BRA,Tennis,1988,4,0,0,0,0
BRA,Tennis,1992,7,0,0,0,0
BRA,Tennis,1996,3,0,0,0,0
BRA,Tennis,2000,5,0,0,0,0
BRA,Tennis,2004,4,0,0,0,0
BRA,Tennis,2008,4,0,0,0,0
BRA,Tennis,2012,5,0,0,0,0
BRA,Tennis,2016,11,0,0,0,0
BRA,Tennis,2020,8,0,0,2,2
BRA,Tennis,2024,10,0,0,0,0
BRA,Trampoline Gymnastics,2024,2,0,0,0,0
BRA,Triathlon,2000,6,0,0,0,0
BRA,Triathlon,2004,6,0,0,0,0
BRA,Triathlon,2008,3,0,0,0,0
BRA,Triathlon,2012,3,0,0,0,0
BRA,Triathlon,2016,2,0,0,0,0
BRA,Triathlon,2020,3,0,0,0,0
BRA,Triathlon,2024,4,0,0,0,0
BRA,Volleyball,1964,10,0,0,0,0
BRA,Volleyball,1968,12,0,0,0,0
BRA,Volleyball,1972,12,0,0,0,0
BRA,Volleyball,1976,12,0,0,0,0
BRA,Volleyball,1980,24,0,0,0,0
BRA,Volleyball,1984,24,0,12,0,12
BRA,Volleyball,1988,24,0,0,0,0
BRA,Volleyball,1992,24,12,0,0,12
BRA,Volleyball,1996,23,0,0,12,12
BRA,Volleyball,2000,24,0,0,12,12
BRA,Volleyball,2004,24,12,0,0,12
BRA,Volleyball,2008,24,12,12,0,24
BRA,Volleyball,2012,24,12,12,0,24
BRA,Volleyball,2016,24,12,0,0,12
BRA,Volleyball,2020,24,0,12,0,12
BRA,Volleyball,2024,26,0,0,13,13
BRA,Weightlifting,1952,3,0,0,0,0
BRA,Weightlifting,1956,2,0,0,0,0
BRA,Weightlifting,1960,1,0,0,0,0
BRA,Weightlifting,1968,1,0,0,0,0
BRA,Weightlifting,1972,2,0,0,0,0
BRA,Weightlifting,1976,1,0,0,0,0
BRA,Weightlifting,1980,2,0,0,0,0
BRA,Weightlifting,1988,2,0,0,0,0
BRA,Weightlifting,1992,1,0,0,0,0
BRA,Weightlifting,1996,1,0,0,0,0
BRA,Weightlifting,2000,1,0,0,0,0
BRA,Weightlifting,2008,1,0,0,0,0
BRA,Weightlifting,2012,2,0,0,0,0
BRA,Weightlifting,2016,5,0,0,0,0
BRA,Weightlifting,2020,2,0,0,0,0
BRA,Weightlifting,2024,2,0,0,0,0
BRA,Wrestling,1988,4,0,0,0,0
BRA,Wrestling,1992,1,0,0,0,0
BRA,Wrestling,2004,1,0,0,0,0
BRA,Wrestling,2008,1,0,0,0,0
BRA,Wrestling,2012,1,0,0,0,0
BRA,Wrestling,2016,5,0,0,0,0
BRA,Wrestling,2020,3,0,0,0,0
BRA,Wrestling,2024,1,0,0,0,0
BRN,Athletics,1984,1,0,0,0,0
BRN,Athletics,1988,3,0,0,0,0
BRN,Athletics,1992,8,0,0,0,0
BRN,Athletics,1996,1,0,0,0,0
BRN,Athletics,2000,2,0,0,0,0
BRN,Athletics,2004,6,0,0,0,0
BRN,Athletics,2008,12,0,0,0,0
BRN,Athletics,2012,11,0,0,1,1
BRN,Athletics,2016,29,1,1,0,2
BRN,Athletics,2020,13,0,1,0,1
BRN,Athletics,2024,9,1,1,0,2
BRN,Boxing,2020,1,0,0,0,0
BRN,Cycling,1992,7,0,0,0,0
BRN,Fencing,1988,7,0,0,0,0
BRN,Handball,2020,16,0,0,0,0
BRN,Judo,2024,1,0,0,0,0
BRN,Modern Pentathlon,1984,6,0,0,0,0
BRN,Modern Pentathlon,1988,6,0,0,0,0
BRN,Sailing,1996,4,0,0,0,0
BRN,Sailing,2004,1,0,0,0,0
BRN,Shooting,1984,5,0,0,0,0
BRN,Shooting,2004,1,0,0,0,0
BRN,Shooting,2008,1,0,0,0,0
BRN,Shooting,2012,1,0,0,0,0
BRN,Shooting,2016,1,0,0,0,0
BRN,Shooting,2020,1,0,0,0,0
BRN,Weightlifting,2024,2,0,0,1,1
BRN,Wrestling,2016,1,0,0,0,0
BRN,Wrestling,2024,1,1,0,0,1
BRU,Athletics,2000,1,0,0,0,0
BRU,Athletics,2004,1,0,0,0,0
BRU,Athletics,2012,2,0,0,0,0
BRU,Athletics,2016,2,0,0,0,0
BRU,Athletics,2020,1,0,0,0,0
BRU,Athletics,2024,1,0,0,0,0
BRU,Badminton,2016,1,0,0,0,0
BRU,Shooting,1996,1,0,0,0,0
BRU,Shooting,2000,1,0,0,0,0
BUL,Archery,1980,2,0,0,0,0
BUL,Archery,1992,1,0,0,0,0
BUL,Archery,1996,1,0,0,0,0
BUL,Archery,2004,1,0,0,0,0
BUL,Archery,2008,1,0,0,0,0
BUL,Archery,2012,1,0,0,0,0
BUL,Artistic Gymnastics,2020,7,0,0,0,0
BUL,Artistic Gymnastics,2024,12,0,0,0,0
BUL,Athletics,1924,6,0,0,0,0
BUL,Athletics,1936,2,0,0,0,0
BUL,Athletics,1952,6,0,0,0,0
BUL,Athletics,1960,10,0,0,0,0
BUL,Athletics,1964,9,0,0,0,0
BUL,Athletics,1968,10,0,0,0,0
BUL,Athletics,1972,22,0,2,2,4
BUL,Athletics,1976,24,1,2,1,4
BUL,Athletics,1980,62,0,1,1,2
BUL,Athletics,1988,26,2,1,1,4
BUL,Athletics,1992,23,0,1,1,2
BUL,Athletics,1996,23,1,0,0,1
BUL,Athletics,2000,24,1,0,0,1
BUL,Athletics,2004,20,0,0,0,0
BUL,Athletics,2008,18,0,0,0,0
BUL,Athletics,2012,9,0,0,0,0
BUL,Athletics,2016,12,0,1,0,1
BUL,Athletics,2020,6,0,0,0,0
BUL,Athletics,2024,5,0,0,0,0
BUL,Badminton,1992,11,0,0,0,0
BUL,Badminton,1996,6,0,0,0,0
BUL,Badminton,2000,7,0,0,0,0
BUL,Badminton,2004,3,0,0,0,0
BUL,Badminton,2008,1,0,0,0,0
BUL,Badminton,2012,1,0,0,0,0
BUL,Badminton,2016,3,0,0,0,0
BUL,Badminton,2020,3,0,0,0,0
BUL,Badminton,2024,3,0,0,0,0
BUL,Basketball,1952,14,0,0,0,0
BUL,Basketball,1956,11,0,0,0,0
BUL,Basketball,1960,12,0,0,0,0
BUL,Basketball,1968,12,0,0,0,0
BUL,Basketball,1976,12,0,0,12,12
BUL,Basketball,1980,12,0,12,0,12
BUL,Basketball,1988,12,0,0,0,0
BUL,Beach Volleyball,2000,2,0,0,0,0
BUL,Beach Volleyball,2004,2,0,0,0,0
BUL,Boxing,1952,4,0,0,1,1
BUL,Boxing,1956,2,0,0,0,0
BUL,Boxing,1960,6,0,0,0,0
BUL,Boxing,1964,6,0,0,1,1
BUL,Boxing,1968,9,0,0,2,2
BUL,Boxing,1972,9,1,1,0,2
BUL,Boxing,1976,11,0,0,1,1
BUL,Boxing,1980,11,1,0,1,2
BUL,Boxing,1988,11,1,1,0,2
BUL,Boxing,1992,7,0,1,1,2
BUL,Boxing,1996,6,1,2,0,3
BUL,Boxing,2000,3,0,0,0,0
BUL,Boxing,2004,5,0,0,1,1
BUL,Boxing,2008,2,0,0,0,0
BUL,Boxing,2012,4,0,0,1,1
BUL,Boxing,2016,3,0,0,0,0
BUL,Boxing,2020,3,1,0,0,1
BUL,Boxing,2024,5,0,0,1,1
BUL,Canoeing,1960,5,0,0,0,0
BUL,Canoeing,1964,2,0,0,0,0
BUL,Canoeing,1968,3,0,0,0,0
BUL,Canoeing,1972,9,0,0,2,2
BUL,Canoeing,1976,18,0,0,0,0
BUL,Canoeing,1980,13,1,2,6,9
BUL,Canoeing,1988,17,1,2,6,9
BUL,Canoeing,1992,18,2,0,2,4
BUL,Canoeing,1996,17,0,0,2,2
BUL,Canoeing,2000,12,0,2,0,2
BUL,Canoeing,2004,11,0,0,0,0
BUL,Canoeing,2008,4,0,0,0,0
BUL,Canoeing,2012,1,0,0,0,0
BUL,Canoeing,2016,3,0,0,0,0
BUL,Cycling,1924,11,0,0,0,0
BUL,Cycling,1936,14,0,0,0,0
BUL,Cycling,1952,12,0,0,0,0
BUL,Cycling,1960,9,0,0,0,0
BUL,Cycling,1964,1,0,0,0,0
BUL,Cycling,1972,6,0,0,0,0
BUL,Cycling,1976,10,0,0,0,0
BUL,Cycling,1980,9,0,0,0,0
BUL,Cycling,1992,1,0,0,0,0
BUL,Cycling,2004,3,0,0,0,0
BUL,Cycling,2008,2,0,0,0,0
BUL,Cycling,2012,2,0,0,0,0
BUL,Cycling,2016,1,0,0,0,0
BUL,Equestrianism,1924,3,0,0,0,0
BUL,Equestrianism,1928,7,0,0,0,0
BUL,Equestrianism,1936,6,0,0,0,0
BUL,Equestrianism,1952,6,0,0,0,0
BUL,Equestrianism,1956,7,0,0,0,0
BUL,Equestrianism,1960,9,0,0,0,0
BUL,Equestrianism,1972,8,0,0,0,0
BUL,Equestrianism,1980,21,0,3,0,3
BUL,Equestrianism,1992,1,0,0,0,0
BUL,Equestrianism,2000,6,0,0,0,0
BUL,Equestrianism,2004,1,0,0,0,0
BUL,Fencing,1928,3,0,0,0,0
BUL,Fencing,1936,3,0,0,0,0
BUL,Fencing,1960,4,0,0,0,0
BUL,Fencing,1972,8,0,0,0,0
BUL,Fencing,1976,7,0,0,0,0
BUL,Fencing,1980,8,0,0,0,0
BUL,Fencing,1988,8,0,0,0,0
BUL,Fencing,1996,3,0,0,0,0
BUL,Fencing,2012,1,0,0,0,0
BUL,Fencing,2016,1,0,0,0,0
BUL,Fencing,2024,1,0,0,0,0
BUL,Football,1924,11,0,0,0,0
BUL,Football,1952,11,0,0,0,0
BUL,Football,1956,14,0,0,14,14
BUL,Football,1960,15,0,0,0,0
BUL,Football,1968,18,0,18,0,18
BUL,Gymnastics,1936,56,0,0,0,0
BUL,Gymnastics,1952,120,0,0,0,0
BUL,Gymnastics,1956,36,0,0,0,0
BUL,Gymnastics,1960,84,0,0,1,1
BUL,Gymnastics,1964,58,0,0,0,0
BUL,Gymnastics,1968,78,0,0,0,0
BUL,Gymnastics,1972,84,0,0,0,0
BUL,Gymnastics,1976,84,0,0,0,0
BUL,Gymnastics,1980,84,1,0,1,2
BUL,Gymnastics,1988,84,1,0,1,2
BUL,Gymnastics,1992,84,0,0,0,0
BUL,Gymnastics,1996,56,0,1,0,1
BUL,Gymnastics,2000,42,0,0,2,2
BUL,Gymnastics,2004,13,0,1,1,2
BUL,Gymnastics,2008,6,0,0,0,0
BUL,Gymnastics,2012,5,0,0,0,0
BUL,Judo,1976,4,0,0,0,0
BUL,Judo,1980,5,0,1,1,2
BUL,Judo,1988,5,0,0,0,0
BUL,Judo,1992,5,0,0,0,0
BUL,Judo,1996,1,0,0,0,0
BUL,Judo,2000,2,0,0,0,0
BUL,Judo,2004,2,0,0,1,1
BUL,Judo,2012,1,0,0,0,0
BUL,Judo,2016,2,0,0,0,0
BUL,Judo,2020,3,0,0,0,0
BUL,Judo,2024,2,0,0,0,0
BUL,Modern Pentathlon,1968,6,0,0,0,0
BUL,Modern Pentathlon,1972,6,0,0,0,0
BUL,Modern Pentathlon,1976,6,0,0,0,0
BUL,Modern Pentathlon,1980,6,0,0,0,0
BUL,Modern Pentathlon,1992,2,0,0,0,0
BUL,Modern Pentathlon,2000,1,0,0,0,0
BUL,Modern Pentathlon,2016,1,0,0,0,0
BUL,Modern Pentathlon,2024,1,0,0,0,0
BUL,Rhythmic Gymnastics,1988,2,0,1,0,1
BUL,Rhythmic Gymnastics,1992,2,0,0,0,0
BUL,Rhythmic Gymnastics,1996,8,0,6,0,6
BUL,Rhythmic Gymnastics,2000,7,0,0,0,0
BUL,Rhythmic Gymnastics,2004,8,0,0,6,6
BUL,Rhythmic Gymnastics,2008,8,0,0,0,0
BUL,Rhythmic Gymnastics,2012,7,0,0,0,0
BUL,Rhythmic Gymnastics,2016,6,0,0,5,5
BUL,Rhythmic Gymnastics,2020,7,5,0,0,5
BUL,Rhythmic Gymnastics,2024,7,0,1,0,1
BUL,Rowing,1968,5,0,0,0,0
BUL,Rowing,1972,8,0,0,0,0
BUL,Rowing,1976,33,4,5,0,9
BUL,Rowing,1980,52,0,5,11,16
BUL,Rowing,1988,40,0,2,3,5
BUL,Rowing,1992,18,0,0,0,0
BUL,Rowing,1996,5,0,0,0,0
BUL,Rowing,2000,4,0,1,0,1
BUL,Rowing,2004,6,0,0,2,2
BUL,Rowing,2008,3,1,0,0,1
BUL,Rowing,2016,2,0,0,0,0
BUL,Rowing,2024,2,0,0,0,0
BUL,Sailing,1980,5,0,0,0,0
BUL,Sailing,2000,1,0,0,0,0
BUL,Sailing,2004,2,0,0,0,0
BUL,Sailing,2008,1,0,0,0,0
BUL,Sailing,2012,2,0,0,0,0
BUL,Shooting,1936,1,0,0,0,0
BUL,Shooting,1952,6,0,0,0,0
BUL,Shooting,1960,6,0,0,0,0
BUL,Shooting,1964,7,0,1,0,1
BUL,Shooting,1968,8,0,0,0,0
BUL,Shooting,1972,9,0,0,0,0
BUL,Shooting,1976,7,0,0,0,0
BUL,Shooting,1980,12,0,0,2,2
BUL,Shooting,1988,13,1,1,0,2
BUL,Shooting,1992,17,0,2,1,3
BUL,Shooting,1996,15,0,2,2,4
BUL,Shooting,2000,11,2,0,0,2
BUL,Shooting,2004,5,1,0,1,2
BUL,Shooting,2008,8,0,0,0,0
BUL,Shooting,2012,9,0,0,0,0
BUL,Shooting,2016,7,0,0,0,0
BUL,Shooting,2020,5,0,1,0,1
BUL,Shooting,2024,5,0,0,0,0
BUL,Table Tennis,1988,2,0,0,0,0
BUL,Table Tennis,1992,1,0,0,0,0
BUL,Table Tennis,2020,1,0,0,0,0
BUL,Taekwondo,2024,1,0,0,1,1
BUL,Tennis,1988,4,0,0,1,1
BUL,Tennis,1992,3,0,0,0,0
BUL,Tennis,1996,3,0,0,0,0
BUL,Tennis,2004,1,0,0,0,0
BUL,Tennis,2008,1,0,0,0,0
BUL,Tennis,2012,2,0,0,0,0
BUL,Tennis,2016,2,0,0,0,0
BUL,Tennis,2024,1,0,0,0,0
BUL,Volleyball,1964,12,0,0,0,0
BUL,Volleyball,1968,12,0,0,0,0
BUL,Volleyball,1972,12,0,0,0,0
BUL,Volleyball,1980,22,0,12,10,22
BUL,Volleyball,1988,12,0,0,0,0
BUL,Volleyball,1996,12,0,0,0,0
BUL,Volleyball,2008,12,0,0,0,0
BUL,Volleyball,2012,12,0,0,0,0
BUL,Weightlifting,1956,2,0,0,0,0
BUL,Weightlifting,1960,7,0,0,0,0
BUL,Weightlifting,1964,5,0,0,0,0
BUL,Weightlifting,1968,5,0,0,0,0
BUL,Weightlifting,1972,9,3,3,0,6
BUL,Weightlifting,1976,9,2,3,1,6
BUL,Weightlifting,1980,10,2,4,2,8
BUL,Weightlifting,1988,6,2,1,1,4
BUL,Weightlifting,1992,10,1,2,1,4
BUL,Weightlifting,1996,10,0,1,2,3
BUL,Weightlifting,2000,9,1,2,0,3
BUL,Weightlifting,2004,9,1,0,1,2
BUL,Weightlifting,2012,2,0,0,0,0
BUL,Weightlifting,2020,2,0,0,0,0
BUL,Weightlifting,2024,3,1,0,1,2
BUL,Wrestling,1956,10,1,3,0,4
BUL,Wrestling,1960,16,1,3,2,6
BUL,Wrestling,1964,16,3,4,1,8
BUL,Wrestling,1968,16,2,3,1,6
BUL,Wrestling,1972,20,2,4,2,8
BUL,Wrestling,1976,20,1,3,3,7
BUL,Wrestling,1980,20,3,4,3,10
BUL,Wrestling,1988,20,1,4,3,8
BUL,Wrestling,1992,20,0,1,1,2
BUL,Wrestling,1996,12,1,0,0,1
BUL,Wrestling,2000,8,1,1,0,2
BUL,Wrestling,2004,13,0,0,1,1
BUL,Wrestling,2008,12,0,1,3,4
BUL,Wrestling,2012,9,0,1,0,1
BUL,Wrestling,2016,11,0,0,1,1
BUL,Wrestling,2020,7,0,0,2,2
BUL,Wrestling,2024,6,2,0,0,2
BUR,Athletics,1972,1,0,0,0,0
BUR,Athletics,1988,7,0,0,0,0
BUR,Athletics,1992,3,0,0,0,0
BUR,Athletics,1996,4,0,0,0,0
BUR,Athletics,2000,2,0,0,0,0
BUR,Athletics,2004,3,0,0,0,0
BUR,Athletics,2008,2,0,0,0,0
BUR,Athletics,2012,2,0,0,0,0
BUR,Athletics,2016,2,0,0,0,0
BUR,Athletics,2020,3,0,0,1,1
BUR,Athletics,2024,2,0,0,0,0
BUR,Boxing,1988,2,0,0,0,0
BUR,Boxing,1996,1,0,0,0,0
BUR,Boxing,2000,1,0,0,0,0
BUR,Cycling Road,2020,1,0,0,0,0
BUR,Cycling Road,2024,1,0,0,0,0
BUR,Fencing,2008,1,0,0,0,0
BUR,Judo,1992,1,0,0,0,0
BUR,Judo,2000,1,0,0,0,0
BUR,Judo,2004,1,0,0,0,0
BUR,Judo,2008,1,0,0,0,0
BUR,Judo,2012,1,0,0,0,0
BUR,Judo,2016,1,0,0,0,0
BUR,Judo,2020,1,0,0,0,0
BUR,Judo,2024,1,0,0,0,0
BUR,Taekwondo,2020,1,0,0,0,0
BUR,Taekwondo,2024,2,0,0,0,0
CAF,Archery,2000,1,0,0,0,0
CAF,Athletics,1968,1,0,0,0,0
CAF,Athletics,1984,1,0,0,0,0
CAF,Athletics,1988,1,0,0,0,0
CAF,Athletics,1992,11,0,0,0,0
CAF,Athletics,1996,5,0,0,0,0
CAF,Athletics,2000,2,0,0,0,0
CAF,Athletics,2004,2,0,0,0,0
CAF,Athletics,2008,2,0,0,0,0
CAF,Athletics,2012,2,0,0,0,0
CAF,Athletics,2016,2,0,0,0,0
CAF,Athletics,2020,1,0,0,0,0
CAF,Athletics,2024,1,0,0,0,0
CAF,Basketball,1988,12,0,0,0,0
CAF,Boxing,1984,2,0,0,0,0
CAF,Boxing,1988,2,0,0,0,0
CAF,Boxing,2008,1,0,0,0,0
CAF,Boxing,2016,1,0,0,0,0
CAF,Cycling,1992,7,0,0,0,0
CAF,Judo,1992,3,0,0,0,0
CAF,Judo,2004,1,0,0,0,0
CAF,Judo,2024,1,0,0,0,0
CAF,Taekwondo,2004,1,0,0,0,0
CAF,Taekwondo,2012,2,0,0,0,0
CAF,Taekwondo,2016,1,0,0,0,0
CAF,Wrestling,2012,1,0,0,0,0
CAM,Athletics,1972,5,0,0,0,0
CAM,Athletics,1996,2,0,0,0,0
CAM,Athletics,2000,2,0,0,0,0
CAM,Athletics,2004,2,0,0,0,0
CAM,Athletics,2008,2,0,0,0,0
CAM,Athletics,2012,2,0,0,0,0
CAM,Athletics,2016,2,0,0,0,0
CAM,Athletics,2020,1,0,0,0,0
CAM,Athletics,2024,1,0,0,0,0
CAM,Boxing,1964,4,0,0,0,0
CAM,Boxing,1972,1,0,0,0,0
CAM,Cycling,1964,8,0,0,0,0
CAM,Equestrianism,1956,2,0,0,0,0
CAM,Judo,2012,1,0,0,0,0
CAM,Sailing,1964,3,0,0,0,0
CAM,Taekwondo,2012,1,0,0,0,0
CAM,Taekwondo,2016,1,0,0,0,0
CAM,Wrestling,1996,1,0,0,0,0
CAM,Wrestling,2016,1,0,0,0,0
CAN,3x3 Basketball,2024,4,0,0,0,0
CAN,Archery,1972,6,0,0,0,0
CAN,Archery,1976,4,0,0,0,0
CAN,Archery,1984,3,0,0,0,0
CAN,Archery,1988,7,0,0,0,0
CAN,Archery,1992,6,0,0,0,0
CAN,Archery,1996,6,0,0,0,0
CAN,Archery,2000,1,0,0,0,0
CAN,Archery,2004,2,0,0,0,0
CAN,Archery,2008,7,0,0,0,0
CAN,Archery,2012,2,0,0,0,0
CAN,Archery,2016,2,0,0,0,0
CAN,Archery,2020,4,0,0,0,0
CAN,Archery,2024,4,0,0,0,0
CAN,Artistic Gymnastics,2020,31,0,0,0,0
CAN,Artistic Gymnastics,2024,76,0,0,0,0
CAN,Athletics,1900,7,1,0,1,2
CAN,Athletics,1904,10,1,0,0,1
CAN,Athletics,1906,4,1,1,0,2
CAN,Athletics,1908,52,1,1,4,6
CAN,Athletics,1912,39,1,2,2,5
CAN,Athletics,1920,22,1,0,0,1
CAN,Athletics,1924,40,0,0,0,0
CAN,Athletics,1928,53,7,2,5,14
CAN,Athletics,1932,45,1,6,8,15
CAN,Athletics,1936,49,0,1,6,7
CAN,Athletics,1948,45,0,0,4,4
CAN,Athletics,1952,44,0,0,0,0
CAN,Athletics,1956,36,0,0,0,0
CAN,Athletics,1960,36,0,0,0,0
CAN,Athletics,1964,26,0,1,1,2
CAN,Athletics,1968,40,0,0,0,0
CAN,Athletics,1972,34,0,0,0,0
CAN,Athletics,1976,71,0,1,0,1
CAN,Athletics,1984,83,0,9,6,15
CAN,Athletics,1988,79,0,0,1,1
CAN,Athletics,1992,64,1,1,1,3
CAN,Athletics,1996,47,6,0,0,6
CAN,Athletics,2000,45,0,0,0,0
CAN,Athletics,2004,25,0,0,0,0
CAN,Athletics,2008,33,0,0,2,2
CAN,Athletics,2012,46,0,0,1,1
CAN,Athletics,2016,78,1,1,8,10
CAN,Athletics,2020,69,2,1,9,12
CAN,Athletics,2024,65,8,1,1,10
CAN,Badminton,1992,11,0,0,0,0
CAN,Badminton,1996,16,0,0,0,0
CAN,Badminton,2000,14,0,0,0,0
CAN,Badminton,2004,9,0,0,0,0
CAN,Badminton,2008,4,0,0,0,0
CAN,Badminton,2012,5,0,0,0,0
CAN,Badminton,2016,2,0,0,0,0
CAN,Badminton,2020,8,0,0,0,0
CAN,Badminton,2024,4,0,0,0,0
CAN,Basketball,1936,9,0,9,0,9
